,Unnamed: 0,business_code_x,cust_number_x,total_open_amount_x,cust_payment_terms_x,document_create_date_day,document_create_date_month,document_create_date_year,document_create_date_quarter,delay,Payment date prediction,Aging_Bucket,business_code_y,cust_number_y,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount_y,baseline_create_date,cust_payment_terms_y,invoice_id,isOpen
101,552,2,1,26602.97,10524.0,26,4,2020,2,0,2020-05-12,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930829006.0,2020-04-27,2020-04-26,2020-04-27,2020-05-12,USD,RV,1.0,,26602.97,2020-04-27,NAH4,1930829006.0,1
102,558,2,1,705.29,15506.0,2,4,2020,2,11,2020-04-28,1-15days,U001,0200792293,UNIFIE trust,,2020.0,1930732236.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,1.0,,705.29,2020-04-02,NAA8,1930732236.0,1
103,560,2,1,26526.79,10524.0,28,3,2020,1,1,2020-04-14,1-15days,U001,0200769623,WAL-MAR systems,,2020.0,1930716265.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,,26526.79,2020-03-29,NAH4,1930716265.0,1
104,565,2,3,57721.38,15506.0,9,4,2020,2,1,2020-04-26,1-15days,U001,0200739006,AL co,,2020.0,1930769187.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,,57721.38,2020-04-10,NAA8,1930769187.0,1
105,566,2,1,42693.2,15506.0,9,4,2020,2,0,2020-04-25,0 days,U001,0200704858,WAKE in,,2020.0,1930770799.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,,42693.2,2020-04-10,NAA8,1930770799.0,1
106,571,2,1,80409.43,15506.0,27,4,2020,2,1,2020-05-14,1-15days,U001,0200799367,MCL corp,,2020.0,1930831600.0,2020-04-28,2020-04-27,2020-04-28,2020-05-13,USD,RV,1.0,,80409.43,2020-04-28,NAA8,1930831600.0,1
107,588,2,1,661.11,10524.0,9,4,2020,2,2,2020-04-26,1-15days,U001,0200769623,WAL-MAR ,,2020.0,1930768456.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,USD,RV,1.0,,661.11,2020-04-09,NAH4,1930768456.0,1
108,594,2,1,132517.48,15506.0,2,4,2020,2,0,2020-04-17,0 days,U001,0200779051,AFFILI corporation,,2020.0,1930738533.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,1.0,,132517.48,2020-04-02,NAA8,1930738533.0,1
109,596,2,1,70355.89,15506.0,13,3,2020,1,-2,2020-03-26,0 days,U001,0200707822,PUBLI co,,2020.0,1930646750.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,,70355.89,2020-03-13,NAA8,1930646750.0,1
110,604,2,1,54101.45,10524.0,7,5,2020,2,0,2020-05-22,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930875357.0,2020-05-07,2020-05-07,2020-05-07,2020-05-22,USD,RV,1.0,,54101.45,2020-05-07,NAH4,1930875357.0,1
111,605,2,1,25385.34,207.0,23,4,2020,2,1,2020-04-24,1-15days,U001,0200020431,DEC in,,2020.0,1930817758.0,2020-04-23,2020-04-23,2020-04-23,2020-04-23,USD,RV,1.0,,25385.34,2020-04-16,NAM1,1930817758.0,1
112,608,2,1,7443.17,590.0,28,3,2020,1,-20,2020-05-13,0 days,U001,0200794332,COST co,,2020.0,1930714292.0,2020-03-29,2020-03-28,2020-03-29,2020-06-02,USD,RV,1.0,,7443.17,2020-03-29,NAGD,1930714292.0,1
113,611,2,1,14204.38,950.0,27,4,2020,2,2,2020-05-16,1-15days,U001,0200794332,COST foundation,,2020.0,1930830643.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,1.0,,14204.38,2020-04-29,NAAX,1930830643.0,1
114,613,2,1,3983.68,10524.0,3,5,2020,2,0,2020-05-19,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930855618.0,2020-05-04,2020-05-03,2020-05-04,2020-05-19,USD,RV,1.0,,3983.68,2020-05-04,NAH4,1930855618.0,1
115,615,2,1,3403.8,10524.0,1,3,2020,1,1,2020-03-16,1-15days,U001,0200769623,WAL-MAR systems,,2020.0,1930585402.0,2020-02-29,2020-03-01,2020-02-29,2020-03-15,USD,RV,1.0,,3403.8,2020-02-29,NAH4,1930585402.0,1
116,622,2,1,14200.49,15506.0,25,4,2020,2,1,2020-05-13,1-15days,U001,0200749782,KROG corporation,,2020.0,1930827577.0,2020-04-27,2020-04-25,2020-04-27,2020-05-12,USD,RV,1.0,,14200.49,2020-04-27,NAA8,1930827577.0,1
117,629,2,1,923.65,15506.0,29,4,2020,2,2,2020-05-17,1-15days,U001,0200418007,AM corp,,2020.0,1930834236.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,,923.65,2020-04-30,NAA8,1930834236.0,1
118,638,2,156,20774.25,10524.0,22,4,2020,2,0,2020-05-09,0 days,U001,0200759878,SA ,,2020.0,1930813707.0,2020-04-24,2020-04-22,2020-04-24,2020-05-09,USD,RV,1.0,,20774.25,2020-04-24,NAH4,1930813707.0,1
119,645,2,1,98186.26,15506.0,3,4,2020,2,0,2020-04-20,0 days,U001,0200707005,KING S trust,,2020.0,1930739664.0,2020-04-05,2020-04-03,2020-04-05,2020-04-20,USD,RV,1.0,,98186.26,2020-04-05,NAA8,1930739664.0,1
120,647,2,2,3560.48,15506.0,22,4,2020,2,2,2020-05-09,1-15days,U001,0200754118,ARMY systems,,2020.0,1930810837.0,2020-04-22,2020-04-22,2020-04-22,2020-05-07,USD,RV,1.0,,3560.48,2020-04-22,NAA8,1930810837.0,1
121,648,2,5,429.49,15506.0,27,4,2020,2,4,2020-05-17,1-15days,U001,0200726979,BJ'S  systems,,2020.0,1930830898.0,2020-04-28,2020-04-27,2020-04-28,2020-05-13,USD,RV,1.0,,429.49,2020-04-28,NAA8,1930830898.0,1
122,653,2,4,8170.8,15506.0,20,3,2020,1,0,2020-04-11,0 days,U001,0200729942,SA corp,,2020.0,1930675755.0,2020-03-27,2020-03-20,2020-03-27,2020-04-11,USD,RV,1.0,,8170.8,2020-03-27,NAA8,1930675755.0,1
123,655,2,1,40108.34,10524.0,29,4,2020,2,1,2020-05-16,1-15days,U001,0200769623,WAL-MAR systems,,2020.0,1930838462.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,,40108.34,2020-04-30,NAH4,1930838462.0,1
124,665,2,1,36220.62,15506.0,28,4,2020,2,1,2020-05-14,1-15days,U001,0100031704,DELHAIZE systems,,2020.0,1930833478.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,,36220.62,2020-04-28,NAA8,1930833478.0,1
125,670,2,1,23501.07,10524.0,30,3,2020,1,0,2020-04-16,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930722608.0,2020-04-01,2020-03-30,2020-04-01,2020-04-16,USD,RV,1.0,,23501.07,2020-04-01,NAH4,1930722608.0,1
126,671,2,2,81991.57,15506.0,5,3,2020,1,-1,2020-03-20,0 days,U001,0200729290,KROGER corporation,,2020.0,1930606599.0,2020-03-06,2020-03-05,2020-03-06,2020-03-21,USD,RV,1.0,,81991.57,2020-03-06,NAA8,1930606599.0,1
127,674,2,1,104186.15,15506.0,13,4,2020,2,-2,2020-04-27,0 days,U001,0200704858,WAKE corporation,,2020.0,1930780428.0,2020-04-14,2020-04-13,2020-04-14,2020-04-29,USD,RV,1.0,,104186.15,2020-04-14,NAA8,1930780428.0,1
128,676,0,1,30625.908672131143,2968.0,2,4,2020,2,7,2020-04-21,1-15days,CA02,0140105686,SYSC us,,2020.0,2960624980.0,2020-04-02,2020-04-02,2020-04-02,2020-04-14,CAD,RV,1.0,,37874.92,2020-04-04,CA10,2960624980.0,1
129,684,2,1,5948.0,15506.0,30,3,2020,1,1,2020-04-15,1-15days,U001,0200881076,ALBERT foundation,,2020.0,1930720264.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,1.0,,5948.0,2020-03-30,NAA8,1930720264.0,1
130,686,2,3,578.45,623.0,26,3,2020,1,5,2020-05-02,1-15days,U001,0200705742,DOT trust,,2020.0,1930701064.0,2020-03-26,2020-03-26,2020-03-26,2020-04-27,USD,RV,1.0,,578.45,2020-03-26,NA32,1930701064.0,1
131,698,2,3,4210.43,15506.0,23,3,2020,1,1,2020-04-08,1-15days,U001,0200764795,SYSCO  llc,,2020.0,1930688855.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,,4210.43,2020-03-23,NAA8,1930688855.0,1
132,699,2,2,8324.24,207.0,20,3,2020,1,0,2020-03-23,0 days,U001,0200230690,DECA corp,,2020.0,1930672151.0,2020-03-20,2020-03-20,2020-03-20,2020-03-23,USD,RV,1.0,,8324.24,2020-03-16,NAM1,1930672151.0,1
133,709,2,1,65109.01,15506.0,1,5,2020,2,0,2020-05-16,0 days,U001,0200707822,PUBLI ,,2020.0,1930846974.0,2020-05-01,2020-05-01,2020-05-01,2020-05-16,USD,RV,1.0,,65109.01,2020-05-01,NAA8,1930846974.0,1
134,710,2,1,2439.5,10524.0,12,4,2020,2,1,2020-05-04,1-15days,U001,0200769623,WAL-MAR corporation,,2020.0,1930779613.0,2020-04-18,2020-04-12,2020-04-18,2020-05-03,USD,RV,1.0,,2439.5,2020-04-18,NAH4,1930779613.0,1
135,713,2,1,39388.6,10524.0,30,4,2020,2,1,2020-05-17,1-15days,U001,0200769623,WAL-MAR ,,2020.0,1930842451.0,2020-05-01,2020-04-30,2020-05-01,2020-05-16,USD,RV,1.0,,39388.6,2020-05-01,NAH4,1930842451.0,1
136,717,2,1,3936.16,15506.0,29,3,2020,1,2,2020-04-15,1-15days,U001,0200704045,RA foundation,,2020.0,1930719300.0,2020-03-29,2020-03-29,2020-03-29,2020-04-13,USD,RV,1.0,,3936.16,2020-03-29,NAA8,1930719300.0,1
137,721,2,1,18509.68,10524.0,29,2,2020,1,1,2020-03-16,1-15days,U001,0200769623,WAL-MAR foundation,,2020.0,1930584519.0,2020-02-29,2020-02-29,2020-02-29,2020-03-15,USD,RV,1.0,,18509.68,2020-02-29,NAH4,1930584519.0,1
138,723,2,1,44030.66,10524.0,5,5,2020,2,0,2020-05-22,0 days,U001,0200769623,WAL-MAR ,,2020.0,1930860360.0,2020-05-07,2020-05-05,2020-05-07,2020-05-22,USD,RV,1.0,,44030.66,2020-05-07,NAH4,1930860360.0,1
139,728,2,5,476.45,15506.0,29,2,2020,1,3,2020-03-20,1-15days,U001,0200726979,BJ'S  foundation,,2020.0,1930584550.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,,476.45,2020-03-02,NAA8,1930584550.0,1
140,729,2,4,4448.14,590.0,15,4,2020,2,-16,2020-06-04,0 days,U001,0200762301,C&S WH systems,,2020.0,1930793123.0,2020-04-16,2020-04-15,2020-04-16,2020-06-20,USD,RV,1.0,,4448.14,2020-04-16,NAGD,1930793123.0,1
141,734,2,1,39444.05,10524.0,5,3,2020,1,0,2020-03-20,0 days,U001,0200769623,WAL-MAR corporation,,2020.0,1930606827.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,,39444.05,2020-03-05,NAH4,1930606827.0,1
142,740,2,50,6529.57,15506.0,6,5,2020,2,0,2020-05-22,0 days,U001,0200793568,SUPE foundation,,2020.0,1930863280.0,2020-05-07,2020-05-06,2020-05-07,2020-05-22,USD,RV,1.0,,6529.57,2020-05-07,NAA8,1930863280.0,1
143,742,2,9,85622.23,15506.0,14,4,2020,2,1,2020-04-30,1-15days,U001,0200721222,GO corp,,2020.0,1930782893.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,1.0,,85622.23,2020-04-14,NAA8,1930782893.0,1
144,744,2,1,67280.35,10524.0,30,4,2020,2,1,2020-05-18,1-15days,U001,0200769623,WAL-MAR systems,,2020.0,1930843292.0,2020-05-02,2020-04-30,2020-05-02,2020-05-17,USD,RV,1.0,,67280.35,2020-05-02,NAH4,1930843292.0,1
145,751,2,38,19002.21,712.0,3,5,2020,2,1,2020-05-19,1-15days,U001,200772670,ASSOCIAT trust,,2020.0,1930854872.0,2020-05-03,2020-05-03,2020-05-03,2020-05-18,USD,RV,1.0,,19002.21,2020-05-03,NAU5,1930854872.0,1
146,755,2,6,83793.08,15506.0,1,5,2020,2,1,2020-05-17,1-15days,U001,200881076,ALBERT ,,2020.0,1930848443.0,2020-05-01,2020-05-01,2020-05-01,2020-05-16,USD,RV,1.0,,83793.08,2020-05-01,NAA8,1930848443.0,1
147,758,2,1,47915.37,10524.0,30,3,2020,1,0,2020-04-14,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930719198.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,1.0,,47915.37,2020-03-30,NAH4,1930719198.0,1
148,765,2,1,13390.89,15506.0,27,4,2020,2,0,2020-05-15,0 days,U001,0200711029,WEGMAN trust,,2020.0,1930829874.0,2020-04-30,2020-04-27,2020-04-30,2020-05-15,USD,RV,1.0,,13390.89,2020-04-30,NAA8,1930829874.0,1
149,775,2,1,11902.1,1033.0,24,3,2020,1,-6,2020-04-02,0 days,U001,0200353024,DECA trust,,2020.0,1930690324.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,,11902.1,2020-03-16,NAM4,1930690324.0,1
150,777,2,4,5401.33,590.0,25,3,2020,1,-30,2020-04-30,0 days,U001,0200762301,C&S WH trust,,2020.0,1930703229.0,2020-03-26,2020-03-25,2020-03-26,2020-05-30,USD,RV,1.0,,5401.33,2020-03-26,NAGD,1930703229.0,1
151,785,2,1,30.64,10524.0,1,5,2020,2,6,2020-05-22,1-15days,U001,0200769623,WAL-MAR us,,2020.0,1930846613.0,2020-05-01,2020-05-01,2020-05-01,2020-05-16,USD,RV,1.0,,30.64,2020-05-01,NAH4,1930846613.0,1
152,789,2,19,111498.29,15506.0,31,3,2020,1,0,2020-04-14,0 days,U001,0200721530,REDNE associates,,2020.0,1930723976.0,2020-03-30,2020-03-31,2020-03-30,2020-04-14,USD,RV,1.0,,111498.29,2020-03-30,NAA8,1930723976.0,1
153,805,2,1,4890.63,10524.0,30,3,2020,1,0,2020-04-15,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930722817.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,,4890.63,2020-03-31,NAH4,1930722817.0,1
154,807,0,1,12321.61949590164,2968.0,2,5,2020,2,3,2020-05-22,1-15days,CA02,0140104409,LOB foundation,,2020.0,2960631697.0,2020-05-02,2020-05-02,2020-05-02,2020-05-19,CAD,RV,1.0,,15238.09,2020-05-09,CA10,2960631697.0,1
155,817,2,1,78994.43,15506.0,22,4,2020,2,0,2020-05-09,0 days,U001,0200707005,KING S us,,2020.0,1930814721.0,2020-04-24,2020-04-22,2020-04-24,2020-05-09,USD,RV,1.0,,78994.43,2020-04-24,NAA8,1930814721.0,1
156,820,2,12,2795.78,15506.0,12,4,2020,2,2,2020-04-30,1-15days,U001,0200744019,TARG in,,2020.0,1930780182.0,2020-04-13,2020-04-12,2020-04-13,2020-04-28,USD,RV,1.0,,2795.78,2020-04-13,NAA8,1930780182.0,1
157,828,2,3,53694.79,15506.0,2,3,2020,1,-1,2020-03-17,0 days,U001,0200729828,KENNETH corp,,2020.0,1930592635.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,,53694.79,2020-03-03,NAA8,1930592635.0,1
158,837,2,1,7944.95,950.0,28,2,2020,1,9,2020-03-23,1-15days,U001,0200794332,COST ,,2020.0,1930581337.0,2020-02-28,2020-02-28,2020-02-28,2020-03-14,USD,RV,1.0,,7944.95,2020-02-28,NAAX,1930581337.0,1
159,838,2,1,48811.92,10524.0,9,3,2020,1,0,2020-03-26,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930622888.0,2020-03-11,2020-03-09,2020-03-11,2020-03-26,USD,RV,1.0,,48811.92,2020-03-11,NAH4,1930622888.0,1
160,841,2,2,17283.5,15506.0,28,3,2020,1,12,2020-04-25,1-15days,U001,0200729290,KROGER us,,2020.0,1930715398.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,,17283.5,2020-03-29,NAA8,1930715398.0,1
161,851,0,1,34065.00939344262,2968.0,31,3,2020,1,120,2020-08-10,Greater than 60 days,CA02,0140104409,LOB ,,2020.0,2960625251.0,2020-03-31,2020-03-31,2020-03-31,2020-04-12,CAD,RV,1.0,,42128.04,2020-04-02,CA10,2960625251.0,1
162,856,2,1,5804.4,781.0,6,4,2020,2,8,2020-05-07,1-15days,U001,0100031483,OCEAN FA co,,2020.0,1930753380.0,2020-04-09,2020-04-06,2020-04-09,2020-04-29,USD,RV,1.0,,5804.4,2020-04-09,NAD1,1930753380.0,1
163,863,2,1,131288.02,15506.0,6,4,2020,2,-2,2020-04-20,0 days,U001,0200704858,WAKE associates,,2020.0,1930753805.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,,131288.02,2020-04-07,NAA8,1930753805.0,1
164,867,2,2,10634.7,15506.0,20,4,2020,2,2,2020-05-11,1-15days,U001,0200785971,SYSCO  associates,,2020.0,1930802992.0,2020-04-24,2020-04-20,2020-04-24,2020-05-09,USD,RV,1.0,,10634.7,2020-04-24,NAA8,1930802992.0,1
165,869,2,1,19723.6,10524.0,6,5,2020,2,0,2020-05-22,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930871400.0,2020-05-07,2020-05-06,2020-05-07,2020-05-22,USD,RV,1.0,,19723.6,2020-05-07,NAH4,1930871400.0,1
166,870,2,1,17043.69,10524.0,26,3,2020,1,0,2020-04-12,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930706532.0,2020-03-28,2020-03-26,2020-03-28,2020-04-12,USD,RV,1.0,,17043.69,2020-03-28,NAH4,1930706532.0,1
167,872,2,4,82767.54,1354.0,13,4,2020,2,0,2020-04-29,0 days,U001,0200762301,C&S WH corporation,,2020.0,1930782906.0,2020-04-14,2020-04-13,2020-04-14,2020-04-29,USD,RV,1.0,,82767.54,2020-04-14,NAC6,1930782906.0,1
168,880,2,1,1626.33,10524.0,1,5,2020,2,0,2020-05-17,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930849901.0,2020-05-02,2020-05-01,2020-05-02,2020-05-17,USD,RV,1.0,,1626.33,2020-05-02,NAH4,1930849901.0,1
169,886,2,1,30069.75,10524.0,17,4,2020,2,0,2020-05-03,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930797894.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,1.0,,30069.75,2020-04-18,NAH4,1930797894.0,1
170,887,2,1,50787.14,10524.0,4,3,2020,1,0,2020-03-20,0 days,U001,0200769623,WAL-MAR in,,2020.0,1930597770.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,1.0,,50787.14,2020-03-05,NAH4,1930597770.0,1
171,888,2,2,52722.25,1354.0,16,3,2020,1,-1,2020-03-31,0 days,U001,200762301,C&S WH corporation,,2020.0,1930659126.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,,52722.25,2020-03-17,NAC6,1930659126.0,1
172,900,2,5,269.81,15506.0,13,4,2020,2,7,2020-04-29,1-15days,U001,0200726979,BJ'S  systems,,2020.0,1930780638.0,2020-04-07,2020-04-13,2020-04-07,2020-04-22,USD,RV,1.0,,269.81,2020-04-07,NAA8,1930780638.0,1
173,906,2,1,15927.62,10524.0,27,2,2020,1,0,2020-03-15,0 days,U001,0200769623,WAL-MAR corp,,2020.0,1930579047.0,2020-02-29,2020-02-27,2020-02-29,2020-03-15,USD,RV,1.0,,15927.62,2020-02-29,NAH4,1930579047.0,1
174,907,2,1,9437.78,10524.0,2,4,2020,2,0,2020-04-18,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930738032.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,1.0,,9437.78,2020-04-03,NAH4,1930738032.0,1
175,909,2,5,15367.37,15506.0,14,3,2020,1,0,2020-03-29,0 days,U001,0200148860,DOLLA co,,2020.0,1930652235.0,2020-03-14,2020-03-14,2020-03-14,2020-03-29,USD,RV,1.0,,15367.37,2020-03-14,NAA8,1930652235.0,1
176,912,2,1,2373.96,10524.0,21,3,2020,1,2,2020-04-07,1-15days,U001,0200769623,WAL-MAR us,,2020.0,1930683446.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,1.0,,2373.96,2020-03-21,NAH4,1930683446.0,1
177,916,2,2,2483.46,462.0,9,3,2020,1,2,2020-03-13,1-15days,U001,0200592182,DECA llc,,2020.0,1930624276.0,2020-03-09,2020-03-09,2020-03-09,2020-03-11,USD,RV,1.0,,2483.46,2020-03-01,NAM2,1930624276.0,1
178,917,2,1,18219.6,10524.0,23,3,2020,1,0,2020-04-08,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930685584.0,2020-03-24,2020-03-23,2020-03-24,2020-04-08,USD,RV,1.0,,18219.6,2020-03-24,NAH4,1930685584.0,1
179,920,2,1,12569.25,15506.0,19,4,2020,2,1,2020-05-05,1-15days,U001,0200875006,KROGER associates,,2020.0,1930801640.0,2020-04-19,2020-04-19,2020-04-19,2020-05-04,USD,RV,1.0,,12569.25,2020-04-19,NAA8,1930801640.0,1
180,939,0,6,55913.89010245901,2968.0,7,3,2020,1,5,2020-03-22,1-15days,CA02,0140106408,WAL-M corp,,2020.0,2960618851.0,2020-03-07,2020-03-07,2020-03-07,2020-03-17,CAD,RV,1.0,,69148.45,2020-03-07,CA10,2960618851.0,1
181,947,2,6,85339.58,712.0,19,4,2020,2,3,2020-05-07,1-15days,U001,0200772670,ASSOCIAT trust,,2020.0,1930802058.0,2020-04-19,2020-04-19,2020-04-19,2020-05-04,USD,RV,1.0,,85339.58,2020-04-19,NAU5,1930802058.0,1
182,950,2,1,32234.91,950.0,14,3,2020,1,1,2020-03-30,1-15days,U001,0200794332,COST ,,2020.0,1930652313.0,2020-03-14,2020-03-14,2020-03-14,2020-03-29,USD,RV,1.0,,32234.91,2020-03-14,NAAX,1930652313.0,1
183,958,2,1,12451.92,10524.0,14,4,2020,2,0,2020-05-01,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930785095.0,2020-04-16,2020-04-14,2020-04-16,2020-05-01,USD,RV,1.0,,12451.92,2020-04-16,NAH4,1930785095.0,1
184,967,2,156,9058.32,10524.0,8,4,2020,2,1,2020-04-25,1-15days,U001,0200759878,SA corp,,2020.0,1930763799.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,1.0,,9058.32,2020-04-09,NAH4,1930763799.0,1
185,973,2,5,209.29,15506.0,15,3,2020,1,6,2020-04-06,1-15days,U001,0200726979,BJ'S  us,,2020.0,1930654125.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,1.0,,209.29,2020-03-16,NAA8,1930654125.0,1
186,981,2,2,11076.07,15506.0,7,5,2020,2,3,2020-05-25,1-15days,U001,0200772595,SAFEW trust,,2020.0,1930872376.0,2020-05-07,2020-05-07,2020-05-07,2020-05-22,USD,RV,1.0,,11076.07,2020-05-07,NAA8,1930872376.0,1
187,982,2,1,10151.17,10524.0,10,5,2020,2,0,2020-05-27,0 days,U001,200769623,WAL-MAR ,,2020.0,1930884062.0,2020-05-12,2020-05-10,2020-05-12,2020-05-27,USD,RV,1.0,,10151.17,2020-05-12,NAH4,1930884062.0,1
188,985,2,1,747.44,10524.0,28,3,2020,1,1,2020-04-14,1-15days,U001,0200769623,WAL-MAR in,,2020.0,1930715572.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,,747.44,2020-03-29,NAH4,1930715572.0,1
189,1000,2,259,7149.09,15506.0,4,5,2020,2,1,2020-05-22,1-15days,U001,0200782669,SYGMA trust,,2020.0,1930843126.0,2020-05-06,2020-05-04,2020-05-06,2020-05-21,USD,RV,1.0,,7149.09,2020-05-06,NAA8,1930843126.0,1
190,1002,2,1,5676.86,10524.0,10,3,2020,1,0,2020-03-26,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930632635.0,2020-03-11,2020-03-10,2020-03-11,2020-03-26,USD,RV,1.0,,5676.86,2020-03-11,NAH4,1930632635.0,1
191,1003,2,10,386.4,1033.0,23,4,2020,2,-6,2020-05-03,0 days,U001,0200803720,DEC trust,,2020.0,1930819350.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,,386.4,2020-04-16,NAM4,1930819350.0,1
192,1004,2,1,3566.69,15506.0,26,3,2020,1,0,2020-04-10,0 days,U001,0200974851,RESTA systems,,2020.0,1930706997.0,2020-03-26,2020-03-26,2020-03-26,2020-04-10,USD,RV,1.0,,3566.69,2020-03-26,NAA8,1930706997.0,1
193,1005,2,8,57506.02,15506.0,17,3,2020,1,0,2020-04-02,0 days,U001,0200770567,LABAT systems,,2020.0,1930660744.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,,57506.02,2020-03-18,NAA8,1930660744.0,1
194,1014,2,53,87991.46,15506.0,1,3,2020,1,0,2020-03-17,0 days,U001,0200732755,KROGER llc,,2020.0,1930585886.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,,87991.46,2020-03-02,NAA8,1930585886.0,1
195,1021,2,1,11952.71,10524.0,5,3,2020,1,0,2020-03-20,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930608293.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,,11952.71,2020-03-05,NAH4,1930608293.0,1
196,1026,2,3,4659.71,15506.0,6,4,2020,2,1,2020-04-22,1-15days,U001,200792734,MDV/ corp,,2020.0,1930754214.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,,4659.71,2020-04-06,NAA8,1930754214.0,1
197,1031,2,1,36534.2,10524.0,5,5,2020,2,0,2020-05-21,0 days,U001,200769623,WAL-MAR systems,,2020.0,1930861262.0,2020-05-06,2020-05-05,2020-05-06,2020-05-21,USD,RV,1.0,,36534.2,2020-05-06,NAH4,1930861262.0,1
198,1034,2,2,19998.92,590.0,26,2,2020,1,-10,2020-04-22,0 days,U001,0200920735,ALBERT in,,2020.0,1930572451.0,2020-02-27,2020-02-26,2020-02-27,2020-05-02,USD,RV,1.0,,19998.92,2020-02-27,NAGD,1930572451.0,1
199,1043,2,1,60564.67,950.0,12,4,2020,2,0,2020-04-29,0 days,U001,0200794332,COST corp,,2020.0,1930778717.0,2020-04-14,2020-04-12,2020-04-14,2020-04-29,USD,RV,1.0,,60564.67,2020-04-14,NAAX,1930778717.0,1
200,1045,2,407,62876.27,15506.0,24,4,2020,2,2,2020-05-11,1-15days,U001,0200777735,NASH  corp,,2020.0,1930822684.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,,62876.27,2020-04-24,NAA8,1930822684.0,1
201,1054,2,1,24228.32,10524.0,5,5,2020,2,1,2020-05-21,1-15days,U001,0200769623,WAL-MAR systems,,2020.0,1930859086.0,2020-05-05,2020-05-05,2020-05-05,2020-05-20,USD,RV,1.0,,24228.32,2020-05-05,NAH4,1930859086.0,1
202,1055,2,37,94373.45,15506.0,20,4,2020,2,2,2020-05-07,1-15days,U001,0200771157,WEIS ,,2020.0,1930803163.0,2020-04-20,2020-04-20,2020-04-20,2020-05-05,USD,RV,1.0,,94373.45,2020-04-20,NAA8,1930803163.0,1
